routeId,routeCode,customerRouteCode,route,startName,endName,startStopCode,endStopCode,startTime,endTime,days,linetype,Variant
571,71/1-U,71/1,Lal Darwaja - Vamaj Gam,Lal Darwaja,Vamaj Gam,4103,9221,10:00:00,15:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
572,71/1-VaV-U,71/1,Vadaj - Vamaj Gam,Vadaj,Vamaj Gam,2033,9221,06:30:00,06:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
573,72-D,72,Godrejcity Phase-1 - Sahyadri Bunglows,Godrejcity Phase-1,Sahyadri Bunglows,8410,1319,06:00:00,20:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
575,72-GV-D,72,Godrejcity Phase-1 - Vadaj,Godrejcity Phase-1,Vadaj,8410,3232,20:35:00,23:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
576,72-LS-D,72,Lal Darwaja - Sahyadri Bunglows,Lal Darwaja,Sahyadri Bunglows,1077,1319,05:30:00,14:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
577,72-LSa-D,72,Lal Darwaja - Sarkhej Gam,Lal Darwaja,Sarkhej Gam,1077,1273,06:00:00,06:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
579,72-VS-D,72,Vadaj - Sahyadri Bunglows,Vadaj,Sahyadri Bunglows,3232,1319,07:10:00,09:50:00,"1,2,3,4,5,6,7",AMTS,NORMAL
580,72sh-D,72sh,Godrejcity Phase-1 - Lal Darwaja,Godrejcity Phase-1,Lal Darwaja,8410,1077,07:10:00,21:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
582,72-SL-U,72,Sahyadri Bunglows - Lal Darwaja,Sahyadri Bunglows,Lal Darwaja,1320,1125,12:50:00,21:55:00,"1,2,3,4,5,6,7",AMTS,NORMAL
583,72-SV-U,72,Sahyadri Bunglows - Vadaj,Sahyadri Bunglows,Vadaj,1320,2033,18:20:00,21:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
584,72-SaL-U,72,Sarkhej Gam - Lal Darwaja,Sarkhej Gam,Lal Darwaja,1149,4103,06:35:00,06:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
585,72-U,72,Sahyadri Bunglows - Godrejcity Phase-1,Sahyadri Bunglows,Godrejcity Phase-1,1320,2004,06:00:00,22:05:00,"1,2,3,4,5,6,7",AMTS,NORMAL
586,72-VS-U,72,Vadaj - Godrejcity Phase-1,Vadaj,Godrejcity Phase-1,2033,2004,05:35:00,08:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
587,72sh-U,72sh,Lal Darwaja - Godrejcity Phase-1,Lal Darwaja,Godrejcity Phase-1,4103,2004,06:00:00,19:50:00,"1,2,3,4,5,6,7",AMTS,NORMAL
588,74-D,74,VatvaRailwayStation - Andh Kalyan Kendra(NewRanip),Vatva Railway Station,Andh Kalyan Kendra,8728,3468,06:20:00,20:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
589,74-LR-D,74,Isanpur - Andh Kalyan Kendra (New Ranip),Isanpur,Andh Kalyan Kendra,3072,3468,05:30:00,14:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
590,74-VI-D,74,Vatva Railway Station - Isanpur,Vatva Railway Station,Isanpur,8728,3072,12:15:00,21:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
591,74-VL-D,74,Vatva Railway Station - Lal Darwaja,Vatva Railway Station,Lal Darwaja,8728,4103,21:15:00,23:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
592,74-IV-U,74,Isanpur - Vatva Railway Station,Isanpur,Vatva Railway Station,3224,8729,05:45:00,16:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
593,74-LV-U,74,Lal Darwaja - Vatva Railway Station,Lal Darwaja,Vatva Railway Station,4103,8729,22:15:00,22:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
594,74-RL-U,74,Andh Kalyan Kendra (New Ranip) - Isanpur,Andh Kalyan Kendra,Isanpur,3423,3224,11:40:00,21:55:00,"1,2,3,4,5,6,7",AMTS,NORMAL
595,74-U,74,Andh Kalyan Kendra(NewRanip)-Vatva Railway Station,Andh Kalyan Kendra,Vatva Railway Station,3423,8729,06:40:00,19:50:00,"1,2,3,4,5,6,7",AMTS,NORMAL
596,74/1-D,74/1,Kali Gam - Lal Darwaja,Kali Gam,Lal Darwaja,5550,4103,07:05:00,20:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
597,74/1-KV-D,74/1,Kali Gam - Vadaj,Kali Gam,Vadaj,5550,2107,19:30:00,22:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
598,74/1-AV-U,74/1,Acher - Vadaj,Acher Depot,Vadaj,2202,2033,06:20:00,06:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
599,74/1-U,74/1,Lal Darwaja - Kali Gam,Lal Darwaja,Kali Gam,4103,4759,08:00:00,21:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
600,74/1-VK-U,74/1,Vadaj - Kali Gam,Vadaj,Kali Gam,2033,4759,06:35:00,09:05:00,"1,2,3,4,5,6,7",AMTS,NORMAL
607,75-U,75,Maninagar - Chandkheda (Sarthi Bunglows),Maninagar,Chandkheda (Sarthi Bunglows),1310,2194,07:50:00,22:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
608,75sh-D,75sh,Chandkheda (Sarthi Bunglows) - Maninagar,Chandkheda (Sarthi Bunglows),Maninagar,2195,1329,07:00:00,19:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
611,75sh-U,75sh,Maninagar - Chandkheda (Sarthi Bunglows),Maninagar,Chandkheda (Sarthi Bunglows),1310,2194,08:30:00,21:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
612,76-D,76,Vaishnodevi Circle(Zydus Life) - Sarangpur,Vaishnodevi Circle(Zydus Life),Sarangpur,5933,1204,06:55:00,20:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
614,89/2-TS-U,89/2,Tragad Gam - Jawahar Chowk,Tragad Gam,Jawahar Chowk (Sabarmati),3576,2127,19:45:00,19:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
615,76-VzV-D,76,Vaishnodevi Circle(Zydus Life) - Vadaj,Vaishnodevi Circle(Zydus Life),Vadaj,5933,2107,21:25:00,23:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
616,76-U,76,Sarangpur - Vaishnodevi Circle(Zydus Life),Sarangpur,Vaishnodevi Circle(Zydus Life),1204,5932,08:05:00,21:50:00,"1,2,3,4,5,6,7",AMTS,NORMAL
619,76-VVz-U,76,Vadaj - Vaishnodevi Circle(Zydus Life),Vadaj,Vaishnodevi Circle(Zydus Life),2033,5932,06:25:00,07:55:00,"1,2,3,4,5,6,7",AMTS,NORMAL
620,77-D,77,Vatva Railway Station - Nava Vadaj,Vatva Railway Station,Nava Vadaj,8729,2082,06:30:00,22:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
621,79-VG-U,79,Vadaj - Godrejcity Phase -1,Vadaj,Godrejcity Phase-1,2033,2004,05:55:00,08:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
622,89/2-U,89/2,Tragad Gam - Ramol Gam,Tragad Gam,Ramol Gam,3576,2451,07:15:00,17:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
626,84/1-D,84/1,Rajivnagar (Chandkheda) - Lal Darwaja,Rajivnagar (Chandkheda),Lal Darwaja,6015,5976,07:05:00,19:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
631,77-U,77,Nava Vadaj - Vatva Railway Station,Nava Vadaj,Vatva Railway Station,2101,8728,05:15:00,21:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
632,79-CB-D,79,Chenpur Gam - Badrinarayan Society,Chenpur Gam,Badrinarayan Society,3414,3446,07:20:00,14:50:00,"1,2,3,4,5,6,7",AMTS,NORMAL
634,79-CV-D,79,Chenpur Gam - Vadaj,Chenpur Gam,Vadaj,3414,3232,17:45:00,20:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
635,79-D,79,Godrejcity Phase -1 - Badrinarayan Society,Godrejcity Phase-1,Badrinarayan Society,8410,3446,06:20:00,19:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
636,79-GK-D,79,Godrejcity Phase -1 - Kalupur,Godrejcity Phase-1,Kalupur,8410,2271,18:20:00,22:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
637,79-VB-D,79,Vadaj - Badrinarayan Society,Vadaj,Badrinarayan Society,3232,3446,09:15:00,09:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
638,79-VS-D,79,Kalupur - Badrinarayan Society,Kalupur,Badrinarayan Society,2271,3446,05:50:00,08:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
639,79-BC-U,79,Badrinarayan Society - Chenpur Gam,Badrinarayan Society,Chenpur Gam,3447,3477,08:45:00,16:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
640,79-BVa-U,79,Badrinarayan Society - Vadaj,Badrinarayan Society,Vadaj,3447,2033,18:20:00,21:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
642,84/1-U,84/1,Lal Darwaja - Rajivnagar (Chandkheda),Lal Darwaja,Rajivnagar (Chandkheda),5976,6014,07:55:00,20:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
644,79-U,79,Badrinarayan Society - Godrejcity Phase -1,Badrinarayan Society,Godrejcity Phase-1,3447,2004,06:20:00,20:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
647,79-VaC-U,79,Vadaj - Chenpur Gam,Vadaj,Chenpur Gam,2033,3477,06:50:00,19:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
651,87-U,87,Sarangpur - Amba Township Sector-5(Trimandir),Sarangpur,Amba Township Sector-5 (Trimandir),1844,4768,09:30:00,18:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
652,88-D,88,Nikol Kathwada Ring Road - Nava Vadaj,Nikol Kathwada Ring Road,Nava Vadaj,5053,2101,07:15:00,20:50:00,"1,2,3,4,5,6,7",AMTS,NORMAL
653,82-D,82,Gayatri Vidyalay - Lal Darwaja,Gayatri Vidyalay,Lal Darwaja,2092,4103,06:40:00,20:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
654,82-VL-D,82,Vadaj - Lal Darwaja,Vadaj,Lal Darwaja,2107,4103,22:15:00,22:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
655,82-U,82,Lal Darwaja - Gayatri Vidyalay,Lal Darwaja,Gayatri Vidyalay,4103,2091,07:20:00,21:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
656,83-D,83,Chandkheda (Sarthi Bungalows) - Lal Darwaja,Chandkheda (Sarthi Bunglows),Lal Darwaja,2195,4103,06:15:00,20:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
658,83-U,83,Lal Darwaja - Chandkheda (Sarthi Bungalows),Lal Darwaja,Chandkheda (Sarthi Bunglows),4103,2194,07:00:00,21:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
660,85sh-D,85sh,Tragad Gam - Lal Darwaja,Tragad Gam,Lal Darwaja,3576,4103,07:40:00,22:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
664,85sh-LA-U,85sh,Lal Darwaja - Subhash Bridge Circle,Lal Darwaja,Subhash Bridge Circle,4103,2168,23:20:00,23:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
665,85sh-U,85sh,Lal Darwaja - Tragad Gam,Lal Darwaja,Tragad Gam,4103,3562,08:05:00,21:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
666,87-AA-D,87,Amba Township Sector-5(Trimandir) - Acher,Amba Township Sector-5 (Trimandir),Acher Depot,5573,2202,20:00:00,20:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
667,87-D,87,Amba Township Sector-5(Trimandir) - Sarangpur,Amba Township Sector-5 (Trimandir),Sarangpur,5573,2270,07:40:00,16:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
668,87-AA-U,87,Acher - Amba Township Sector-5(Trimandir),Acher Depot,Amba Township Sector-5 (Trimandir),2182,4768,07:00:00,07:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
671,88-NKa-D,88,Nikol Kathwada Ring Road - Kalupur,Nikol Kathwada Ring Road,Kalupur,5053,2271,20:50:00,23:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
673,89/1-D,89/1,Amba Township(Trimandir) - Manmohan Park,Amba Township Sector-5 (Trimandir),Manmohan Park,5573,4129,07:45:00,07:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
674,89/1sh-D,89/1sh,Amba Township(Trimandir) - Asarva Railway Station,Amba Township Sector-5 (Trimandir),Asarva Railway Station,5573,6471,09:00:00,18:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
675,88-KN-U,88,Kalupur - Nikol Kathwada Ring Road,Kalupur,Nikol Kathwada Ring Road,2271,4272,14:05:00,16:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
676,88-NK-U,88,Nava Vadaj - Kalupur,Nava Vadaj,Kalupur,2082,2271,12:55:00,15:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
680,88-U,88,Nava Vadaj - Nikol Kathwada Ring Road,Nava Vadaj,Nikol Kathwada Ring Road,2082,4272,06:05:00,22:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
681,89/1-AC-D,89/1,Amba Township Sector-5(Trimandir) - Chandkheda Gam,Amba Township Sector-5 (Trimandir),Chandkheda Gam,5573,1652,19:50:00,19:50:00,"1,2,3,4,5,6,7",AMTS,NORMAL
682,89/1-CK-D,89/1,Chandkheda Gam - Asarva Railway Station,Chandkheda Gam,Asarva Railway Station,1652,6471,06:40:00,07:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
683,89/1-CA-U,89/1,Chandkheda Gam - Amba Township(Trimandir),Chandkheda Gam,Amba Township Sector-5 (Trimandir),1653,4768,07:00:00,07:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
684,89/1-KC-U,89/1,Asarva Railway Station - Chandkheda Gam,Asarva Railway Station,Chandkheda Gam,6472,1653,19:35:00,20:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
685,89/2-JT-D,89/2,Jawahar Chowk - Tragad Gam,Jawahar Chowk (Sabarmati),Tragad Gam,3489,3562,06:50:00,07:50:00,"1,2,3,4,5,6,7",AMTS,NORMAL
686,89/2-KT-D,89/2,Sarangpur - Tragad Gam,Sarangpur,Tragad Gam,2270,3562,06:30:00,06:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
687,89/2-RK-D,89/2,Ramol Gam - Sarangpur,Ramol Gam,Sarangpur,2302,2270,19:10:00,19:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
689,89/2-SR-U,89/2,Sarangpur - Ramol Gam,Sarangpur,Ramol Gam,1844,2451,06:35:00,07:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
690,89/2-TK-U,89/2,Tragad Gam - Sarangpur,Tragad Gam,Sarangpur,3576,1844,19:00:00,20:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
696,89/3-D,89/3,Tragad Gam - Amraiwadi,Tragad Gam,Amraiwadi,3576,8503,07:00:00,19:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
697,89/3-TK-D,89/3,Tragad Gam - Kalupur Terminus,Tragad Gam,Kalupur,3576,2271,07:40:00,21:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
700,89/3-KT-U,89/3,Kalupur Terminus - Tragad Gam,Kalupur,Tragad Gam,2271,3562,06:10:00,18:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
701,90sh-BK-D,90sh,Bhakti Circle - Krushnanagar,Bhakti Circle,Krushnanagar,5290,6099,19:35:00,22:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
702,90sh-CT-D,90sh,Chandkheda Gam - Tragad Gam,Chandkheda Gam,Tragad Gam,3547,3562,06:10:00,07:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
703,90sh-D,90sh,Bhakti Circle - Tragad Gam,Bhakti Circle,Tragad Gam,5290,3562,06:30:00,18:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
704,90sh-KT-D,90sh,Krushnanagar - Tragad Gam,Krushnanagar,Tragad Gam,6099,3562,08:10:00,13:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
708,90sh-TS-U,90sh,Tragad Gam - Abu-Koba Cross Road,Tragad Gam,Abu-Koba Cross Road,3576,3588,19:00:00,19:55:00,"1,2,3,4,5,6,7",AMTS,NORMAL
709,90sh-U,90sh,Tragad Gam - Bhakti Circle,Tragad Gam,Bhakti Circle,3576,4818,12:00:00,20:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
711,96-U,96,Civil Hospital - Vatva Railway Station,Civil Hospital,Vatva Railway Station,1092,8729,06:15:00,21:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
720,101sh-D,101sh,P.D.P.U. Cross Road - Asarva Railway Station,P.D.P.U. Cross Road,Asarva Railway Station,6162,6471,07:00:00,18:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
721,101sh-U,101sh,Asarva Railway Station - P.D.P.U. Cross Road,Asarva Railway Station,P.D.P.U. Cross Road,6472,6161,06:20:00,17:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
726,103-D,103,Bhakti Circle - Gujarat University,Bhakti Circle,Gujarat University,5290,1222,06:30:00,19:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
728,106-U,106,Sarangpur - Sarangpur,Sarangpur,Sarangpur,1204,1489,07:10:00,19:50:00,"1,2,3,4,5,6,7",AMTS,NORMAL
730,128-NaN-U,128,Naroda - Naroda Industrial Township(MuthiyaGam),Naroda,Naroda Industrial Township(MuthiyaGam),1543,3646,05:45:00,10:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
731,116-DS-D,116,Dani Limda Gam - Sarangpur,Dani Limda Gam,Sarangpur,3480,1204,19:40:00,19:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
733,103-BS-D,103,Bhakti Circle - Sarangpur,Bhakti Circle,Sarangpur,5290,1844,20:25:00,23:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
734,103-GS-U,103,Gujarat University - Sarangpur,Gujarat University,Sarangpur,1051,1204,12:20:00,21:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
738,103-SB-U,103,Sarangpur - Bhakti Circle,Sarangpur,Bhakti Circle,1204,4818,05:40:00,22:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
739,103-U,103,Gujarat University - Bhakti Circle,Gujarat University,Bhakti Circle,1051,4818,08:05:00,19:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
740,105-D,105,Naroda Industrial Township(MuthiyaGam)-Lal Darwaja,Naroda Industrial Township(MuthiyaGam),Lal Darwaja,3646,8721,06:15:00,23:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
743,105-U,105,Lal Darwaja-Naroda Industrial Township(MuthiyaGam),Lal Darwaja,Naroda Industrial Township(MuthiyaGam),8721,3647,05:45:00,22:05:00,"1,2,3,4,5,6,7",AMTS,NORMAL
745,107-D,107,Sarangpur - Sarangpur,Sarangpur,Sarangpur,1204,1489,07:05:00,19:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
747,109-AN-D,109,Amba Township Sector-5(Trimandir) - Naroda,Amba Township Sector-5 (Trimandir),Naroda,5573,1434,17:25:00,17:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
748,109-CG-D,109,Chandkheda Gam - G.E.B (Naroda),Chandkheda Gam,G.E.B (Naroda),1652,9110,14:25:00,14:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
749,124-D,124,Engg./B.Ed.College (Vahelal) - Maninagar,Engg./B.Ed.College (Vahelal),Maninagar,5126,1310,09:10:00,21:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
750,124-U,124,Maninagar - Engg./B.Ed.College (Vahelal),Maninagar,Engg./B.Ed.College (Vahelal),1310,5138,07:50:00,19:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
751,125-D,125,Vehlal Gam - Lal Darwaja,Vehlal Gam,Lal Darwaja,5137,5976,08:00:00,19:50:00,"1,2,3,4,5,6,7",AMTS,NORMAL
754,109-CN-D,109,Chandkheda Gam - Naroda,Chandkheda Gam,Naroda,1652,1434,20:40:00,20:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
755,109-D,109,Amba Township Sector-5(Trimandir) - G.E.B (Naroda),Amba Township Sector-5 (Trimandir),G.E.B (Naroda),5573,9110,07:25:00,16:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
760,109-CA-U,109,Chandkheda Gam - Amba TownshipSector-5(Trimandir),Chandkheda Gam,Amba Township Sector-5 (Trimandir),1653,4768,06:55:00,06:55:00,"1,2,3,4,5,6,7",AMTS,NORMAL
761,109-GC-U,109,G.E.B (Naroda) - Chandkheda Gam,G.E.B (Naroda),Chandkheda Gam,9109,1653,13:05:00,18:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
762,109-NA-U,109,Naroda - Amba Township Sector-5(Trimandir),Naroda,Amba Township Sector-5 (Trimandir),1543,4768,08:20:00,08:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
763,109-NC-U,109,Naroda - Chandkheda Gam,Naroda,Chandkheda Gam,1543,1653,19:30:00,19:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
765,109-U,109,G.E.B (Naroda) - Amba Township Sector-5(Trimandir),G.E.B (Naroda),Amba Township Sector-5 (Trimandir),9109,4768,09:15:00,15:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
766,110-D,110,Kathwada Gam - Lal Darwaja,Kathwada Gam,Lal Darwaja,1454,5979,07:55:00,20:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
767,110-U,110,Lal Darwaja - Kathwada Gam,Lal Darwaja,Kathwada Gam,5979,1523,06:50:00,19:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
769,116-D,116,Dani Limda Gam - Civil Hospital,Dani Limda Gam,Civil Hospital,3480,1092,06:40:00,17:55:00,"1,2,3,4,5,6,7",AMTS,NORMAL
771,112-D,112,Kubernagar Bangla - Lal Darwaja,Kubernagar Bangla,Lal Darwaja,5102,8721,07:10:00,19:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
774,112-LM-U,112,Lal Darwaja - Meghaninagar,Lal Darwaja,Meghaninagar,1125,3595,20:00:00,20:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
775,112-U,112,Lal Darwaja - Kubernagar Bangla,Lal Darwaja,Kubernagar Bangla,8721,4306,07:50:00,18:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
776,117-D,117,Paldi-Kankaj Gam - Kalapinagar,Paldi-Kankaj Gam,Kalapinagar,5116,1588,07:10:00,19:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
780,116-U,116,Civil Hospital - Dani Limda Gam,Civil Hospital,Dani Limda Gam,1110,3517,07:20:00,18:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
784,117-SKa-D,117,Sarangpur - Kalupur,Sarangpur,Kalupur Terminus,1204,3733,12:40:00,12:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
788,117-KP-U,117,Kalupur Terminus - Paldi-Kankaj Gam,Kalupur Terminus,Paldi-Kankaj Gam,1715,4325,06:20:00,14:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
789,117-KS-U,117,Kalapinagar - Sarangpur,Kalapinagar,Sarangpur,1100,1844,12:15:00,20:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
790,117-U,117,Kalapinagar - Paldi-Kankaj Gam,Kalapinagar,Paldi-Kankaj Gam,1100,4325,08:35:00,17:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
791,123-D,123,Sitarambapa Chowk (Gopal Chowk) - Vasna,Sitarambapa Chowk (Gopal Chowk),Vasna,8923,1598,06:10:00,20:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
792,123-LV-D,123,Lal Darwaja - Vasna,Lal Darwaja,Vasna,4104,1598,13:10:00,15:50:00,"1,2,3,4,5,6,7",AMTS,NORMAL
794,123-VL-U,123,Vasna - Lal Darwaja,Vasna,Lal Darwaja,1286,1077,20:15:00,22:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
795,123-SLa-D,123,Sitarambapa Chowk(Gopal Chowk) - Lal Darawja,Sitarambapa Chowk (Gopal Chowk),Lal Darwaja,8923,4104,11:45:00,14:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
797,123-LaS-U,123,Lal Darwaja - SitarambapaChowk(GopalChowk),Lal Darwaja,Sitarambapa Chowk (Gopal Chowk),5976,8923,05:25:00,07:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
799,123-U,123,Vasna - Sitarambapa Chowk (Gopal Chowk),Vasna,Sitarambapa Chowk (Gopal Chowk),1286,8923,07:25:00,19:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
800,128-NM-D,128,Naroda Industrial Township - Maninagar,Naroda Industrial Township(MuthiyaGam),Maninagar,3647,3215,06:20:00,20:05:00,"1,2,3,4,5,6,7",AMTS,NORMAL
802,123sh-LK-U,123sh,Sarangpur - Sitarambapa Chowk (Gopal Chowk),Sarangpur,Sitarambapa Chowk (Gopal Chowk),2270,8923,06:05:00,08:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
803,123sh-D,123sh,Sitarambapa Chowk (Gopal Chowk) - Lal Darwaja,Sitarambapa Chowk (Gopal Chowk),Lal Darwaja,8923,4104,06:20:00,22:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
805,123sh-SL-D,123sh,Sarangpur Darwaja - Lal Darwaja,Sarangpur,Lal Darwaja,1844,4104,14:10:00,16:55:00,"1,2,3,4,5,6,7",AMTS,NORMAL
807,123sh-SS-D,123sh,Sitarambapa Chowk(Gopal Chowk) - Sarangpur,Sitarambapa Chowk (Gopal Chowk),Sarangpur,8923,1844,13:00:00,23:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
808,128-MN-U,128,Maninagar - Naroda Industrial Township,Maninagar,Naroda Industrial Township(MuthiyaGam),1329,3646,07:35:00,22:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
809,123sh-U,123sh,Lal Darwaja - Sitarambapa Chowk (Gopal Chowk),Lal Darwaja,Sitarambapa Chowk (Gopal Chowk),5976,8923,05:35:00,22:05:00,"1,2,3,4,5,6,7",AMTS,NORMAL
813,125-U,125,Lal Darwaja - Vehlal Gam,Lal Darwaja,Vehlal Gam,5976,4497,06:20:00,17:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
814,125sh-D,125sh,Vehlal Gam - Naroda,Vehlal Gam,Naroda,5137,1434,07:30:00,20:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
815,300-AV-U,300,Acher - Vadaj,Acher Depot,Vadaj,2202,2107,06:05:00,08:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
816,125sh-U,125sh,Naroda - Vehlal Gam,Naroda,Vehlal Gam,1543,4497,06:30:00,19:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
817,126-D,126,Sardarnagar - Sarangpur,Sardarnagar,Sarangpur,2364,1844,07:00:00,19:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
818,126-U,126,Sarangpur - Sardarnagar,Sarangpur,Sardarnagar,2270,2339,06:15:00,18:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
819,127-D,127,Bhakti Circle - Sarangpur,Bhakti Circle,Sarangpur,5639,1844,06:45:00,22:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
